Cleon Collier Memorial Library,Public,Arkansas County Library,https://librarytechnology.org/library/14710,211 Main Street,,Gillett,Arkansas,72055-0315,Arkansas,870-548-2821,https://stuttgartpubliclibrary.org,https://dewitt.biblionix.com,,Publicly funded and managed,,,,Apollo (2021),,,,,AR0042,AR035-003,14710,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14710,United States,"Cleon Collier Memorial Libraryis aPubliclibrary.This library is affiliated withArkansas County Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
South Coastal Library,Public,Sussex County (DE) Libraries,https://librarytechnology.org/library/12243,43 Kent Avenue,,Bethany Beach,Delaware,19930,Sussex,302-539-5231,https://sussexcountyde.gov,http://ilsapp.lib.de.us/uhtbin/cgisirsi/x/x/0/49/,June Moran,Publicly funded and managed,,,,Symphony (2005),Dynix (until 1997),Delaware Library Catalog,,,DE0030,DE0030-007,12243,09-Dec-04,25-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Delaware,Delaware,https://librarytechnology.org/library/12243,United States,"South Coastal Libraryis aPubliclibrary.This library is affiliated withSussex County (DE) Libraries(view map)
.","This listing was created on Dec 9, 2004 and was last modified on Mar 25, 2023.",This is a publicly funded and managed library.
Stuttgart Public Library,Public,Arkansas County Library,https://librarytechnology.org/library/14708,2002 South Buerkle Street,,Stuttgart,Arkansas,72160-6508,Arkansas,870-673-1966,https://stuttgartpubliclibrary.org,http://stuttgart.biblionix.com/,,Publicly funded and managed,"20,749 residents","132,569 volumes","45,733 transactions",Apollo (2017),,SaaS,,,AR0042,AR033-002,14708,06-Oct-05,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14708,United States,"Stuttgart Public Libraryis aPubliclibrary.This library is affiliated withArkansas County Library(view map)
.  
The collection of the library contains132,569volumes. The library circulates45,733items per year. The library serves a population of20,749residents .","This listing was created on Oct 6, 2005 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Arkansas River Valley Regional Library,Public,Arkansas River Valley Regional Library,https://librarytechnology.org/library/14611,501 North Front Street,,Dardanelle,Arkansas,72834-3507,Yell,479-229-4418,https://www.arvrls.com,http://hip.arvrls.com/,Misty Hawkins,Publicly funded and managed,"84,177 residents","145,140 volumes","267,624 transactions",Horizon (2005),Dynix (until 1995),Arkansas River Valley Regional Library,,,AR0012,AR012-004,14611,06-Oct-05,18-Nov-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14611,United States,"Arkansas River Valley Regional Libraryis aPubliclibrary.This library is affiliated withArkansas River Valley Regional Library(view map)
.  
The collection of the library contains145,140volumes. The library circulates267,624items per year. The library serves a population of84,177residents .","This listing was created on Oct 6, 2005 and was last modified on Nov 18, 2024.",This is a publicly funded and managed library.
Dewitt Public Library,Public,Arkansas County Library,https://librarytechnology.org/library/14709,205 West Maxwell,,Dewitt,Arkansas,72042-1942,Arkansas,870-946-1151,https://stuttgartpubliclibrary.org,https://dewitt.biblionix.com,,Publicly funded and managed,,,,Apollo (2021),,,,,AR0042,AR035-002,14709,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14709,United States,"Dewitt Public Libraryis aPubliclibrary.This library is affiliated withArkansas County Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Boyd T. And Mollie Gattis Logan County Library,Public,Arkansas River Valley Regional Library,https://librarytechnology.org/library/14617,100 East Academy,,Paris,Arkansas,72855-4432,Logan,479-963-2371,https://www.arvrls.com,http://www.arvrls.com/java.htm,,Publicly funded and managed,,,,Horizon (2005),Dynix (until 1995),Arkansas River Valley Regional Library,,,AR0012,AR012-010,14617,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14617,United States,"Boyd T. And Mollie Gattis Logan County Libraryis aPubliclibrary.This library is affiliated withArkansas River Valley Regional Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Charleston Public Library,Public,Arkansas River Valley Regional Library,https://librarytechnology.org/library/14614,15 South School Street,PO Box 339,Charleston,Arkansas,72933-0339,Franklin,479-965-2605,https://www.arvrls.com,http://69.29.7.18/webclient.html,,Publicly funded and managed,,,,Horizon (2005),Dynix (until 1995),Arkansas River Valley Regional Library,,,AR0012,AR012-007,14614,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14614,United States,"Charleston Public Libraryis aPubliclibrary.This library is affiliated withArkansas River Valley Regional Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Logan County Library,Public,Arkansas River Valley Regional Library,https://librarytechnology.org/library/14616,304 Kennedy Avenue,,Booneville,Arkansas,72927-3630,Logan,479-675-2735,https://www.arvrls.com,http://69.29.7.18/webclient.html,,Publicly funded and managed,,,,Horizon (2005),Dynix (until 1995),Arkansas River Valley Regional Library,,,AR0012,AR012-009,14616,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14616,United States,"Logan County Libraryis aPubliclibrary.This library is affiliated withArkansas River Valley Regional Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Johnson County Public Library,Public,Arkansas River Valley Regional Library,https://librarytechnology.org/library/14613,2 Taylor Circle,,Clarksville,Arkansas,72830-3653,Johnson,479-754-3135,https://www.arvrls.com,http://69.29.7.18/webclient.html,,Publicly funded and managed,,,,Horizon (2005),Dynix (until 1995),Arkansas River Valley Regional Library,,,AR0012,AR012-006,14613,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14613,United States,"Johnson County Public Libraryis aPubliclibrary.This library is affiliated withArkansas River Valley Regional Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Franklin County Library,Public,Arkansas River Valley Regional Library,https://librarytechnology.org/library/14615,407 West Market Street,,Ozark,Arkansas,72949-2727,Franklin,479-667-2724,https://www.arvrls.com,http://69.29.7.18/webclient.html,,Publicly funded and managed,,,,Horizon (2005),Dynix (until 1995),Arkansas River Valley Regional Library,,,AR0012,AR012-008,14615,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14615,United States,"Franklin County Libraryis aPubliclibrary.This library is affiliated withArkansas River Valley Regional Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Donald W. Reynolds Library,Public,Baxter County Library,https://librarytechnology.org/library/2724,300 Library Hill,,Mountain Home,Arkansas,72653-4393,Baxter,870-425-3598,https://www.baxtercountylibrary.org,http://bcl.tlcdelivers.com,Kim Crow Sheaner,Publicly funded and managed,"38,386 residents","79,812 volumes","339,006 transactions",Library.Solution (1997),,,BXT,8363,AR0039,AR0039-004,2724,30-Aug-98,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/2724,United States,"Donald W. Reynolds Libraryis aPubliclibrary.This library is affiliated withBaxter County Library(view map)
.  
The collection of the library contains79,812volumes. The library circulates339,006items per year. The library serves a population of38,386residents .","This listing was created on Aug 30, 1998 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Yell County Library,Public,Arkansas River Valley Regional Library,https://librarytechnology.org/library/14612,904 Atlanta Street,PO Box 850,Danville,Arkansas,72833-0850,Yell,479-495-2911,https://www.arvrls.com,http://69.29.7.18/webclient.html,,Publicly funded and managed,,,,Horizon (2005),Dynix (until 1995),Arkansas River Valley Regional Library,,,AR0012,AR012-005,14612,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14612,United States,"Yell County Libraryis aPubliclibrary.This library is affiliated withArkansas River Valley Regional Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Bella Vista Public Library,Public,Bella Vista Public Library,https://librarytechnology.org/library/14712,11 Dickens Place,,Bella Vista,Arkansas,72714-4603,Benton,501-855-1753,https://www.bvpl.org,http://www.bvpl.org/,Suzanne Adams,Publicly funded and managed,"16,582 residents","45,351 volumes","88,454 transactions",Polaris (2009),Amlib,SaaS,,,AR0044,AR0044-002,14712,06-Oct-05,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14712,United States,"Bella Vista Public Libraryis aPubliclibrary.This library is affiliated withBella Vista Public Library(view map)
.  
The collection of the library contains45,351volumes. The library circulates88,454items per year. The library serves a population of16,582residents .","This listing was created on Oct 6, 2005 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Gassville Branch Library,Public,Baxter County Library,https://librarytechnology.org/library/14684,6469 Highway 62 West,,Gassville,Arkansas,72635-4393,Baxter,870-435-2180,https://www.baxtercountylibrary.org,http://66.76.129.29/,,Publicly funded and managed,,,,Library.Solution (1997),,,,,AR0039,AR0039-006,14684,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14684,United States,"Gassville Branch Libraryis aPubliclibrary.This library is affiliated withBaxter County Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Bentonville Public Library,Public,Bentonville Public Library,https://librarytechnology.org/library/14682,405 South Main Street,,Bentonville,Arkansas,72712,Benton,479-271-3192,https://bentonvillelibrary.org,http://library.bentonvillear.com:8080/?config=default#section=home,Hadi Dudley,Publicly funded and managed,"35,301 residents","99,386 volumes","545,430 transactions",Library.Solution (1997),,SaaS,,,AR0038,AR038-002,14682,06-Oct-05,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14682,United States,"Bentonville Public Libraryis aPubliclibrary.This library is affiliated withBentonville Public Library(view map)
.  
The collection of the library contains99,386volumes. The library circulates545,430items per year. The library serves a population of35,301residents .","This listing was created on Oct 6, 2005 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Berryville Public Library,Public,Carroll and Madison Library System,https://librarytechnology.org/library/14719,104 Spring Street,,Berryville,Arkansas,72616-3846,Carroll,870-423-2323,https://berryvillelibrary.org,,,Publicly funded and managed,,,,Atriuum (2020),"Polaris (until 2007), LibraryWorld (until 1995)",,,,AR0049,AR0049-001,14719,06-Oct-05,20-Sep-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14719,United States,"Berryville Public Libraryis aPubliclibrary.This library is affiliated withCarroll and Madison Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Sep 20, 2023.",This is a publicly funded and managed library.
Thornton Public Library,Public,Calhoun County (AR) Public Library,https://librarytechnology.org/library/14734,South 2nd Street,PO Box 102,Thornton,Arkansas,71766-0102,Calhoun,870-352-5990,https://www.calcolibrary.com,,,Publicly funded and managed,,,,,,,,,AR0064,AR0010-014,14734,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14734,United States,"Thornton Public Libraryis aPubliclibrary.This library is affiliated withCalhoun County (AR) Public Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Ashley County Library,Public,Ashley County Library,https://librarytechnology.org/library/14673,211 East Lincoln Street,,Hamburg,Arkansas,71646-3217,Ashley,870-853-2078,https://www.ashcolib.com,https://ashleycountylibrary.follettdestiny.com,Holly Gillum,Publicly funded and managed,,,,Destiny (2005),Circulation Plus (until 1995),SaaS,,,AR0026,AR026-003,14673,06-Oct-05,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14673,United States,"Ashley County Libraryis aPubliclibrary.This library is affiliated withAshley County Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Boone County Library,Public,Boone County (AR) Library,https://librarytechnology.org/library/5988,221 West Stephenson,,Harrison,Arkansas,72601,Boone,870-741-5913,https://boonecountylibrary.org,https://bcl72601.biblionix.com/catalog/,Ginger Schoenenberger,Publicly funded and managed,"33,948 residents","89,624 volumes","228,554 transactions",Apollo (2017),Library.Solution (until 1999),,,,AR0050,AR0050-001,5988,04-Oct-02,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/5988,United States,"Boone County Libraryis aPubliclibrary.This library is affiliated withBoone County (AR) Library(view map)
.  
The collection of the library contains89,624volumes. The library circulates228,554items per year. The library serves a population of33,948residents .","This listing was created on Oct 4, 2002 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Carroll and Madison Library System,Public,Carroll and Madison Library System,https://librarytechnology.org/library/29634,44 Kingshighway; Suite 3,,Eureka Springs,Arkansas,72632,Carroll,870-423-5300,https://www.camals.org,https://camalsar.booksys.net/opac/camals/#/search/technology,,Publicly funded and managed,"45,393 residents","158,974 volumes","236,057 transactions",Atriuum (2020),"Polaris (until 2007), LibraryWorld (until 1995)",,E@S,,AR0049,,29634,01-Dec-06,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/29634,United States,"Carroll and Madison Library Systemis aPubliclibrary.This library is affiliated withCarroll and Madison Library System(view map)
.  
The collection of the library contains158,974volumes. The library circulates236,057items per year. The library serves a population of45,393residents .","This listing was created on Dec 1, 2006 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Calhoun County Public Library,Public,Calhoun County (AR) Public Library,https://librarytechnology.org/library/14735,109 2nd Street,PO Box 1162,Hampton,Arkansas,71744-1162,Calhoun,870-798-4492,https://www.calcolibrary.com,https://calco.biblionix.com/catalog/,,Publicly funded and managed,"5,559 residents","18,672 volumes","27,275 transactions",Apollo (2023),ResourceMate (until 2000),,,,AR0064,AR010-005,14735,06-Oct-05,05-Sep-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14735,United States,"Calhoun County Public Libraryis aPubliclibrary.This library is affiliated withCalhoun County (AR) Public Library(view map)
.  
The collection of the library contains18,672volumes. The library circulates27,275items per year. The library serves a population of5,559residents .","This listing was created on Oct 6, 2005 and was last modified on Sep 5, 2023.",This is a publicly funded and managed library.
Eureka Springs Carnegie Library,Public,Carroll and Madison Library System,https://librarytechnology.org/library/14720,194 Spring Street,,Eureka Springs,Arkansas,72632-3514,Carroll,479-253-8754,https://eurekalibrary.org,,,Publicly funded and managed,,,,Atriuum (2020),"Polaris (until 2007), LibraryWorld (until 1995)",,,,AR0049,AR0049-002,14720,06-Oct-05,20-Sep-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14720,United States,"Eureka Springs Carnegie Libraryis aPubliclibrary.This library is affiliated withCarroll and Madison Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Sep 20, 2023.",This is a publicly funded and managed library.
Huntsville Public Library,Public,Carroll and Madison Library System,https://librarytechnology.org/library/14722,827 North College Avenue,PO Box 745,Huntsville,Arkansas,72740-0745,Madison,479-738-2754,https://madisoncountylibraries.org,,,Publicly funded and managed,,,,Atriuum (2020),"Polaris (until 2007), LibraryWorld (until 1995)",,,,AR0049,AR0049-004,14722,06-Oct-05,20-Sep-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14722,United States,"Huntsville Public Libraryis aPubliclibrary.This library is affiliated withCarroll and Madison Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Sep 20, 2023.",This is a publicly funded and managed library.
Green Forest Public Library,Public,Carroll and Madison Library System,https://librarytechnology.org/library/14721,206 East Main,PO Box 746,Green Forest,Arkansas,72638-3102,Carroll,870-438-6700,https://greenforestlibrary.org,,,Publicly funded and managed,,,,Atriuum (2020),"Polaris (until 2007), LibraryWorld (until 1995)",,,,AR0049,AR0049-003,14721,06-Oct-05,20-Sep-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14721,United States,"Green Forest Public Libraryis aPubliclibrary.This library is affiliated withCarroll and Madison Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Sep 20, 2023.",This is a publicly funded and managed library.
St. Paul Public Library,Public,Carroll and Madison Library System,https://librarytechnology.org/library/14724,145 Fifth Street,PO Box 123,St. Paul,Arkansas,72760-0123,Madison,479-677-2907,https://splibrary.org,,,Publicly funded and managed,,,,Atriuum (2020),"Polaris (until 2007), LibraryWorld (until 1995)",,,,AR0049,AR0049-006,14724,06-Oct-05,20-Sep-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14724,United States,"St. Paul Public Libraryis aPubliclibrary.This library is affiliated withCarroll and Madison Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Sep 20, 2023.",This is a publicly funded and managed library.
Kingston Community Library,Public,Carroll and Madison Library System,https://librarytechnology.org/library/14723,120 Madison 2605,PO Box 6,Kingston,Arkansas,72742-0006,Madison,479-665-2745,https://klibrary.org,,,Publicly funded and managed,,,,Atriuum (2020),"Polaris (until 2007), LibraryWorld (until 1995)",,,,AR0049,AR0049-005,14723,06-Oct-05,20-Sep-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14723,United States,"Kingston Community Libraryis aPubliclibrary.This library is affiliated withCarroll and Madison Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Sep 20, 2023.",This is a publicly funded and managed library.
Central Arkansas Library System,Public,Central Arkansas Library System,https://librarytechnology.org/library/27,100 Rock Street,,Little Rock,Arkansas,72201,Pulaski,501-918-3000,https://cals.org,https://cals.bibliocommons.com/,Nate Coulter,Publicly funded and managed,"311,250 residents","904,793 volumes","2,527,760 transactions",Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,AKD,,AR0001,AROO1-009,27,07-Jun-97,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/27,United States,"Central Arkansas Library Systemis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.  
The collection of the library contains904,793volumes. The library circulates2,527,760items per year. The library serves a population of311,250residents .","This listing was created on Jun 7, 1997 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Aerospace Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14557,3301 East Roosevelt Road,,Little Rock,Arkansas,72206-6709,Pulaski,501-399-9401,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR0001-010,14557,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14557,United States,"Aerospace Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Adolphine F. Terry Branch Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14553,2015 Napa Valley Drive,,Little Rock,Arkansas,72212-3925,Pulaski,501-228-0129,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR001-004,14553,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14553,United States,"Adolphine F. Terry Branch Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Dee Brown Branch Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14552,6325 Baseline,,Little Rock,Arkansas,72209-4729,Pulaski,501-568-7494,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR001-003,14552,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14552,United States,"Dee Brown Branch Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Maumelle Public Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14558,10 Lake Point Drive,,Maumelle,Arkansas,72113-6231,Pulaski,501-851-2551,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR0001-011,14558,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14558,United States,"Maumelle Public Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Amy Sanders Branch Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14554,31 Shelby Drive,,Sherwood,Arkansas,72120-3197,Pulaski,501-835-7756,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR001-005,14554,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14554,United States,"Amy Sanders Branch Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
John Gould Fletcher Branch Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14551,823 North Buchanan,,Little Rock,Arkansas,72205-3211,Pulaski,501-663-5457,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR001-002,14551,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14551,United States,"John Gould Fletcher Branch Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Milam Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14556,609 Aplin Avenue,,Perryville,Arkansas,72126-0117,Perry,501-889-2554,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR001-007,14556,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14556,United States,"Milam Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Neighborhood Resource Center,Public,Central Arkansas Library System,https://librarytechnology.org/library/14560,3805 West 12th,,Little Rock,Arkansas,72204-2042,Pulaski,501-379-1547,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR0001-014,14560,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14560,United States,"Neighborhood Resource Centeris aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Nixon Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14555,308 West Main Street,,Jacksonville,Arkansas,72076-4507,Pulaski,501-982-5533,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR001-006,14555,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14555,United States,"Nixon Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Clark County Library,Public,Clark County (AR) Library,https://librarytechnology.org/library/14726,609 Caddo Street,,Arkadelphia,Arkansas,71923-0609,Clark,870-246-2271,https://clarkcountylibrary.ar.gov,https://clarklibrary.follettdestiny.com/,Betsy Fisher,Publicly funded and managed,"23,546 residents","85,326 volumes","41,494 transactions",Apollo (2017),"Destiny (until 2005), Circulation Plus (until 1995)",,,,AR0060,AR0060-001,14726,06-Oct-05,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14726,United States,"Clark County Libraryis aPubliclibrary.This library is affiliated withClark County (AR) Library(view map)
.  
The collection of the library contains85,326volumes. The library circulates41,494items per year. The library serves a population of23,546residents .","This listing was created on Oct 6, 2005 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
Sue Cowan Williams Library,Public,Central Arkansas Library System,https://librarytechnology.org/library/14559,1800 Chester Avenue,,Little Rock,Arkansas,72206-1010,Pulaski,501-376-4282,https://cals.org,https://cals.bibliocommons.com/,,Publicly funded and managed,,,,Sierra (2011),"Millennium (until 2001), Innopac (until 1995)",,,,AR0001,AR0001-012,14559,06-Oct-05,30-Jan-24,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14559,United States,"Sue Cowan Williams Libraryis aPubliclibrary.This library is affiliated withCentral Arkansas Library System(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Jan 30, 2024.",This is a publicly funded and managed library.
Cabe Public Library,Public,Clark County (AR) Library,https://librarytechnology.org/library/14727,204 East Walnut,,Gurdon,Arkansas,71743,Clark,870-353-2911,https://clarkcountylibrary.ar.gov,,,Publicly funded and managed,,,,None,,,,,AR0060,AR0060-002,14727,06-Oct-05,26-Mar-23,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/14727,United States,"Cabe Public Libraryis aPubliclibrary.This library is affiliated withClark County (AR) Library(view map)
.","This listing was created on Oct 6, 2005 and was last modified on Mar 26, 2023.",This is a publicly funded and managed library.
Columbia County Library,Public,Columbia County (AR) Library,https://librarytechnology.org/library/9752,2057 North Jackson Street,,Magnolia,Arkansas,71753,Southwest Arkansas,870-234-1991,https://cocolib.booksys.net,https://cocolib.booksys.net/opac/cocolib/#menuHome,Rhonda Rolen,Publicly funded and managed,"25,603 residents","140,469 volumes","79,452 transactions",Atriuum (2018),"Library.Solution (until 2003), None",,,,AR0010,AR010-002,9752,24-Jan-04,10-Apr-25,,https://librarytechnology.org/libraries/public.pl?State=Arkansas,Arkansas,https://librarytechnology.org/library/9752,United States,"Columbia County Libraryis aPubliclibrary.This library is affiliated withColumbia County (AR) Library(view map)
.  
The collection of the library contains140,469volumes. The library circulates79,452items per year. The library serves a population of25,603residents .","This listing was created on Jan 24, 2004 and was last modified on Apr 10, 2025.",This is a publicly funded and managed library.
